source_rel,upload_file_id,upload_page_titles,plan_page_title,parent_category,subject,material_category,filename,size_mb,summary
模拟电子技术/ZTY神人也/CH09宽版.ppt,"{""id"": ""6a0729d9abfe09661dcd8e17"", ""reused_existing"": false}",,模拟电子技术ZTY神人也,课程,模拟电子技术,ZTY神人也,CH09宽版.ppt,2.28,模拟电子技术课程第9章宽版PPT课件
模拟电子技术/ZTY神人也/CH10宽版.ppt,"{""id"": ""6a0729daabfe09661dcd8e18"", ""reused_existing"": false}",,模拟电子技术ZTY神人也,课程,模拟电子技术,ZTY神人也,CH10宽版.ppt,6.38,模拟电子技术第10章宽版PPT课件
模拟电子技术/ZTY神人也/CH11v7宽版.ppt,"{""id"": ""6a0729dbabfe09661dcd8e19"", ""reused_existing"": false}",,模拟电子技术ZTY神人也,课程,模拟电子技术,ZTY神人也,CH11v7宽版.ppt,4.48,模拟电子技术课程第11章宽版PPT课件
模拟电子技术/ZTY神人也/ch01绪论toStu.ppt,"{""id"": ""6a0729dcabfe09661dcd8e1a"", ""reused_existing"": false}",,模拟电子技术ZTY神人也,课程,模拟电子技术,ZTY神人也,ch01绪论toStu.ppt,9.78,模拟电子技术课程绪论部分，介绍课程背景与基本概念。
模拟电子技术/ZTY神人也/复习-宽版.ppt,"{""id"": ""6a0729deabfe09661dcd8e1b"", ""reused_existing"": false}",,模拟电子技术ZTY神人也,课程,模拟电子技术,ZTY神人也,复习-宽版.ppt,15.09,模拟电子技术复习课件（宽版）
模拟电子技术/ZTY神人也/考试用参考公式.pdf,"{""id"": ""6a0729deabfe09661dcd8e1c"", ""reused_existing"": false}",,模拟电子技术ZTY神人也,课程,模拟电子技术,ZTY神人也,考试用参考公式.pdf,0.17,该PDF文件为模拟电子技术考试用参考公式汇总，包含二极管、MOSFET、BJT等器件特性方程，放大器增益、频率响应、功率放大及稳压电路等关键公式，适用于考前复习与快速查阅。
模拟电子技术/ZTY神人也/补充资料.pdf,"{""id"": ""6a0729dfabfe09661dcd8e1d"", ""reused_existing"": false}",,模拟电子技术ZTY神人也,课程,模拟电子技术,ZTY神人也,补充资料.pdf,0.29,本文介绍了运放输入端需要直流通路的原因，以741输入级为例说明静态偏置的必要性。讨论了交流反相和同相放大电路的构成，包括阻容耦合时如何提供直流通路，以及虚断概念在动态分析中的适用性。
模拟电子技术/模电MOOC_第1-11章+期末考.pdf,"{""id"": ""6a0726a2abfe09661dcd8c40"", ""reused_existing"": false}",,模拟电子技术往年题,课程,模拟电子技术,往年题,模电MOOC_第1-11章+期末考.pdf,1.65,该文本片段来自模电MOOC第1-2章，包含放大电路频率响应、增益计算、失真分析等选择题与判断题，以及运算放大器基本电路（反相、同相、微分、积分）的题目，涉及理想运放参数、虚地概念等知识点。
模拟电子技术/模电_参考公式.pdf,"{""id"": ""6a0726a2abfe09661dcd8c41"", ""reused_existing"": false}",,模拟电子技术往年题,课程,模拟电子技术,往年题,模电_参考公式.pdf,0.13,该PDF文件为模拟电子技术课程的参考公式汇总，涵盖二极管、MOSFET、BJT等器件的电流电压关系、小信号参数、放大器增益、频率响应及功率计算等核心公式，适用于复习与考试参考。
模拟电子技术/模电_邓天平串讲_20231225.pptx,"{""id"": ""6a072690abfe09661dcd8c33"", ""reused_existing"": false}",,模拟电子技术复习资料,课程,模拟电子技术,复习资料,模电_邓天平串讲_20231225.pptx,8.24,邓天平老师关于模拟电子技术的串讲PPT，日期为2023年12月25日。
模拟电子技术/模电串讲 郑旭晖.pdf,"{""id"": ""6a072691abfe09661dcd8c34"", ""reused_existing"": false}",,模拟电子技术复习资料,课程,模拟电子技术,复习资料,模电串讲 郑旭晖.pdf,9.2,模拟电子技术串讲复习资料，由郑旭晖提供，涵盖半导体二极管及其应用电路等章节。
模拟电子技术/模电串讲 郑旭晖.pptx,"{""id"": ""6a072694abfe09661dcd8c35"", ""reused_existing"": false}",,模拟电子技术复习资料,课程,模拟电子技术,复习资料,模电串讲 郑旭晖.pptx,17.95,郑旭晖的模拟电子技术串讲PPT
模拟电子技术/模电串讲_方凯嵩.pptx,"{""id"": ""6a072697abfe09661dcd8c36"", ""reused_existing"": false}",,模拟电子技术复习资料,课程,模拟电子技术,复习资料,模电串讲_方凯嵩.pptx,20.62,模拟电子技术课程串讲PPT，由方凯嵩主讲。
模拟电子技术/模电串讲_朱双喜_大二上.pptx,"{""id"": ""6a07269babfe09661dcd8c37"", ""reused_existing"": false}",,模拟电子技术复习资料,课程,模拟电子技术,复习资料,模电串讲_朱双喜_大二上.pptx,18.86,模电串讲课件，由朱双喜老师在大二上学期讲授。
模拟电子技术/模电真题1.pdf,"{""id"": ""6a07269eabfe09661dcd8c3c"", ""reused_existing"": true}",,模拟电子技术往年题,课程,模拟电子技术,往年题,模电真题1.pdf,3.04,模拟电子技术课程历年真题试卷，适用于期末复习或考研备考，涵盖模电核心知识点与典型题型。
模拟电子技术/模电真题_2020年6月.pdf,"{""id"": ""6a0726a3abfe09661dcd8c42"", ""reused_existing"": false}",,模拟电子技术往年题,课程,模拟电子技术,往年题,模电真题_2020年6月.pdf,0.3,华中科技大学2019-2020学年第二学期模拟电子技术（二）考试A卷，闭卷，150分钟。包含运算放大器电路计算、MOSFET放大器静态工作点与增益分析、BJT功率放大电路及负反馈设计、差分放大器与深度负反馈计算等题目。
模拟电子技术/模电真题_2020年6月_答案.pptx,"{""id"": ""6a0726a1abfe09661dcd8c3f"", ""reused_existing"": true}",,模拟电子技术往年题,课程,模拟电子技术,往年题,模电真题_2020年6月_答案.pptx,3.53,2020年6月模拟电子技术考试真题答案的PPT文件
模拟电子技术/模电真题_2023年2月.pdf,"{""id"": ""6a0726a4abfe09661dcd8c43"", ""reused_existing"": false}",,模拟电子技术往年题,课程,模拟电子技术,往年题,模电真题_2023年2月.pdf,2.29,2023年2月模拟电子技术课程考试真题，适用于复习备考，涵盖模电核心知识点与典型题型。
模拟电子技术/模电真题_2023年6月.pdf,"{""id"": ""6a0726a5abfe09661dcd8c44"", ""reused_existing"": false}",,模拟电子技术往年题,课程,模拟电子技术,往年题,模电真题_2023年6月.pdf,0.6,2023年6月模电真题，包含场效应管放大电路计算（IDQ、VGSQ、VDSQ、gm、Av、Ri、Ro、fH），共源-共基电路分析，以及电流并联负反馈电路计算（Fi、Aif、Avsf）。
模拟电子技术/模电考试公式注释_加水印.pdf,"{""id"": ""6a0726a5abfe09661dcd8c45"", ""reused_existing"": false}",,模拟电子技术往年题,课程,模拟电子技术,往年题,模电考试公式注释_加水印.pdf,0.45,该文件为模电考试公式注释，涵盖二极管伏安特性、小信号模型，N沟道增强型MOS管饱和区与可变电阻区I-V特性、沟道长度调制效应、交流输出电阻、低频互导，共漏放大电路输出电阻，BJT小信号模型，共源放大电路低频与高频响应，源级与射级耦合差分放大电路增益与共模抑制比，集成运放失调参数，负反馈闭环增益，单相桥式整流电容滤波电路，文氏电桥振荡电路反馈系数等核心公式。
模拟电子技术/模电课后习题精选（龙师）.docx,"{""id"": ""6a07269babfe09661dcd8c38"", ""reused_existing"": false}",,模拟电子技术复习资料,课程,模拟电子技术,复习资料,模电课后习题精选（龙师）.docx,0.01,该文档为模拟电子技术课后习题精选，涵盖绪论、集成运放、二极管、FET场效应管、BJT晶体管、频率响应、模拟集成电路（差放）、反馈技术、功放、滤波器及信号发生器等内容，按章节列出习题编号，适合复习与练习。
模拟电子技术/第四版_Neamen-700-1395.pdf,"{""id"": ""6a0726c2abfe09661dcd8c4a"", ""reused_existing"": false}",,第四版_Neamen-700-1395,课程,模拟电子技术,课程资料,第四版_Neamen-700-1395.pdf,55.53,"Chapter 9 of Neamen's microelectronics textbook covering ideal operational amplifiers and op-amp circuits, including analysis and design problems."
模拟电子技术/第四阶段 音响放大器设计2025光电.pdf,"{""id"": ""6a07269dabfe09661dcd8c3a"", ""reused_existing"": false}",,第四阶段 音响放大器设计2025光电,课程,模拟电子技术,实验资料,第四阶段 音响放大器设计2025光电.pdf,1.95,音响放大器设计与调试第四阶段，涉及集成运算放大器参数如增益带宽积和转换速率，属于模拟电子技术实验内容。
模电 数电实验/2018模电数电实验电气版.pdf,"{""id"": ""6a0726faabfe09661dcd8c5b"", ""reused_existing"": false}",,模电 数电实验实验资料,课程,模电 数电实验,实验资料,2018模电数电实验电气版.pdf,0.55,2018年模电数电实验电气版考试简答题，涵盖瓷片电容与电解电容差异、信号发生器端口使用、示波器显示模式、数字万用表挡位选择、TTL与CMOS使用注意事项，以及CD40161十进制计数器时序波形观测方法。
模电 数电实验/2019模电数电实验OEI+IC版.pdf,"{""id"": ""6a0726faabfe09661dcd8c5c"", ""reused_existing"": false}",,模电 数电实验实验资料,课程,模电 数电实验,实验资料,2019模电数电实验OEI+IC版.pdf,0.38,2019年模电数电实验考试（OEI/IC版）包含简答题，涉及电位器阻值、瓷片电容容值、精密全波整流实验中示波器坐标调节、函数信号发生器同步输出特性、4511译码器输出等知识点，并附有解答。
模电 数电实验/实验01_常用电子仪器使用 (1).pdf,"{""id"": ""6a0726fdabfe09661dcd8c5d"", ""reused_existing"": false}",,模电 数电实验实验资料,课程,模电 数电实验,实验资料,实验01_常用电子仪器使用 (1).pdf,4.26,实验01：常用电子仪器使用，包括元件类型识别和仪器使用方法。
模电 数电实验/工训循迹/小车综合设计历程报告（第十组）.docx,"{""id"": ""6a0729e1abfe09661dcd8e1f"", ""reused_existing"": false}",,模电 数电实验工训循迹,课程,模电 数电实验,工训循迹,小车综合设计历程报告（第十组）.docx,9.61,本报告为第十组小车综合设计历程报告，基于Arduino平台设计月球车模型。文档包含小组成员分工、计划进度、设计制作过程、电路与程序设计说明、作品特点评价及思考感悟。设计注重悬挂系统、动力提升和模块化，强调软硬件适配、实际测试和问题解决能力。
模电 数电实验/工训循迹/答辩.pptx,"{""id"": ""6a0729e5abfe09661dcd8e20"", ""reused_existing"": false}",,模电 数电实验工训循迹,课程,模电 数电实验,工训循迹,答辩.pptx,51.51,模电与数电实验课程的答辩演示文稿
模电 数电实验/数电实验课/GDS-2000E+User+Manual+2014+09+29-3.pdf,"{""id"": ""6a072662abfe09661dcd8c0b"", ""reused_existing"": true}",,模电 数电实验数电实验课,课程,模电 数电实验,数电实验课,GDS-2000E+User+Manual+2014+09+29-3.pdf,20.39,GDS-2000E系列数字存储示波器使用手册，涵盖安全说明、产品介绍、测量操作、设置、触发、搜索及应用程序等功能，适用于模电数电实验教学。
模电 数电实验/数电实验课/QuartusII软件使用2.pdf,"{""id"": ""6a072663abfe09661dcd8c0c"", ""reused_existing"": true}",,模电 数电实验数电实验课,课程,模电 数电实验,数电实验课,QuartusII软件使用2.pdf,0.6,该文档为数电实验指导，介绍使用QuartusII软件在数电实验箱上设计和实现7段译码管程序。内容包括实验箱结构、7段数码管原理（共阴极与共阳极）、实验步骤（创建工程、编写Verilog代码、管脚分配、下载程序）。
模电 数电实验/数电实验课/QuartusII软件使用20170227.pdf,"{""id"": ""6a072663abfe09661dcd8c0d"", ""reused_existing"": true}",,模电 数电实验数电实验课,课程,模电 数电实验,数电实验课,QuartusII软件使用20170227.pdf,2.72,介绍Altera Quartus II 13.1软件的设计流程，包括打开软件、新建工程、设置路径、选择器件等步骤，适用于数电实验课程。
模电 数电实验/数电实验课/SDG2000X_UserManual_UM0202X-C01B.pdf,"{""id"": ""6a072664abfe09661dcd8c0e"", ""reused_existing"": true}",,模电 数电实验数电实验课,课程,模电 数电实验,数电实验课,SDG2000X_UserManual_UM0202X-C01B.pdf,1.67,SDG2000X系列函数/任意波形发生器用户手册，2015年由深圳市鼎阳科技有限公司发布，包含版权信息、一般安全概要、安全术语和标记等内容，适用于模电、数电实验课程中的仪器操作指导。
模电 数电实验/数电实验课/lab5- 竞争与险象.pdf,"{""id"": ""6a072665abfe09661dcd8c0f"", ""reused_existing"": true}",,模电 数电实验数电实验课,课程,模电 数电实验,数电实验课,lab5- 竞争与险象.pdf,0.18,本实验通过搭建面包板电路，使用示波器单次触发测量静态险象。内容包括74LS00/74HC00功能测试、竞争与险象分析（表达式Y=A+AB'），利用7400芯片实现电路并捕获静态1险象。实验报告需包含管脚定义、真值表、电路分析及示波器结果图。
模电 数电实验/数电实验课/lab6-38译码器电路设计.pdf,"{""id"": ""6a072666abfe09661dcd8c10"", ""reused_existing"": true}",,模电 数电实验数电实验课,课程,模电 数电实验,数电实验课,lab6-38译码器电路设计.pdf,0.43,该文档为数电实验Lab6，介绍3-8译码器（74LS138）和一位全加器的原理，包括管脚图、真值表、逻辑表达式及电路实现。实验内容涵盖面包板测试、Quartus II仿真与下载验证，以及利用38译码器实现全加器。报告要求包含芯片引脚、真值表、原理图或Verilog代码及仿真结果。
模电 数电实验/数电实验课/lab7-组合逻辑电路设计.pdf,"{""id"": ""6a072666abfe09661dcd8c11"", ""reused_existing"": true}",,模电 数电实验数电实验课,课程,模电 数电实验,数电实验课,lab7-组合逻辑电路设计.pdf,0.24,Lab7 组合逻辑电路设计实验，可选题目包括海明码检错纠错编码、码制转换和超前进位加法器。使用数电实验箱验证，输入输出通过拨位开关和LED灯实现。实验报告要求包含题目描述、模型建立、逻辑实现和仿真验证。
模电 数电实验/数电实验课/实验一仪器使用.ppt,"{""id"": ""6a072667abfe09661dcd8c12"", ""reused_existing"": true}",,模电 数电实验数电实验课,课程,模电 数电实验,数电实验课,实验一仪器使用.ppt,1.11,模电数电实验课程中关于实验仪器使用的PPT文件
模电 数电实验/数电实验课/实验三Verilog基本用法.pptx,"{""id"": ""6a072668abfe09661dcd8c13"", ""reused_existing"": true}",,模电 数电实验数电实验课,课程,模电 数电实验,数电实验课,实验三Verilog基本用法.pptx,0.73,介绍Verilog基本用法的实验三PPT
模电 数电实验/数电实验课/实验二QuartusII软件使用.pptx,"{""id"": ""6a072668abfe09661dcd8c14"", ""reused_existing"": true}",,模电 数电实验数电实验课,课程,模电 数电实验,数电实验课,实验二QuartusII软件使用.pptx,0.69,介绍QuartusII软件在模电数电实验中的基本使用方法。
模电 数电实验/电线厕所实验.pdf,"{""id"": ""6a0726ffabfe09661dcd8c5e"", ""reused_existing"": false}",,模电 数电实验实验资料,课程,模电 数电实验,实验资料,电线厕所实验.pdf,9.31,电线厕所实验的扫描文件，可能为电测实验报告。
模电/11  直流电源电路.pptx,"{""id"": ""6a0726c8abfe09661dcd8c4e"", ""reused_existing"": false}",,模电课件,课程,模电,课件,11  直流电源电路.pptx,3.15,直流电源电路PPT，属于模拟电子技术课程内容。
模电/2 运算放大器.pptx,"{""id"": ""6a0726ceabfe09661dcd8c4f"", ""reused_existing"": false}",,模电课件,课程,模电,课件,2 运算放大器.pptx,2.2,运算放大器PPT课件，属于模拟电子技术课程内容。
模电/2024模电.docx,"{""id"": ""6a0726f3abfe09661dcd8c56"", ""reused_existing"": false}",,模电课程资料,课程,模电,课程资料,2024模电.docx,2.02,2024年模拟电子技术课程文件
模电/2025-56总复习 169.ppt,"{""id"": ""6a0726c4abfe09661dcd8c4c"", ""reused_existing"": false}",,2025-56总复习 169,课程,模电,复习资料,2025-56总复习 169.ppt,8.24,模电课程总复习PPT，涵盖2025年56讲内容。
模电/3二极管及其基本电路.pptx,"{""id"": ""6a0726d3abfe09661dcd8c50"", ""reused_existing"": false}",,模电课件,课程,模电,课件,3二极管及其基本电路.pptx,2.48,二极管及其基本电路课件
模电/7  模拟集成电路.pptx,"{""id"": ""6a0726e0abfe09661dcd8c51"", ""reused_existing"": false}",,模电课件,课程,模电,课件,7  模拟集成电路.pptx,3.62,模拟集成电路课件
模电/8  反馈放大电路 (1).pptx,"{""id"": ""6a0726ecabfe09661dcd8c52"", ""reused_existing"": false}",,模电课件,课程,模电,课件,8  反馈放大电路 (1).pptx,3.02,关于反馈放大电路的PPT课件，属于模拟电子技术课程内容。
模电/9  功率放大电路.pptx,"{""id"": ""6a0726f0abfe09661dcd8c53"", ""reused_existing"": false}",,模电课件,课程,模电,课件,9  功率放大电路.pptx,1.95,功率放大电路PPT，属于模拟电子技术课程内容。
模电/chap 05.pdf,"{""id"": ""6a0726f3abfe09661dcd8c57"", ""reused_existing"": false}",,模电课程资料,课程,模电,课程资料,chap 05.pdf,0.59,第五章含运算放大器的电路，介绍运放特性、理想运放模型及基本运放电路分析。
模电/模电-精策讲堂（上）1~6章-肖宇恒.pptx,"{""id"": ""6a0726f1abfe09661dcd8c54"", ""reused_existing"": false}",,模电课件,课程,模电,课件,模电-精策讲堂（上）1~6章-肖宇恒.pptx,10.15,模拟电子技术精策讲堂上册1~6章课件，作者肖宇恒。
模电/模电笔记.pdf,"{""id"": ""6a0726f6abfe09661dcd8c58"", ""reused_existing"": false}",,模电课程资料,课程,模电,课程资料,模电笔记.pdf,27.02,模电笔记，包含放大电路、晶体管、运算放大器等基础知识。
模电/第四版_Neamen-1-700.pdf,"{""id"": ""6a0726f8abfe09661dcd8c59"", ""reused_existing"": false}",,模电课程资料,课程,模电,课程资料,第四版_Neamen-1-700.pdf,58.98,Fourth edition of Neamen's microelectronics circuit analysis and design textbook.
毛概/2021级《概论》B卷参考答案 (1).docx,"{""id"": ""6a07270babfe09661dcd8c67"", ""reused_existing"": false}",,毛概往年题,课程,毛概,往年题,2021级《概论》B卷参考答案 (1).docx,0.02,2021级《概论》B卷参考答案，包含单项选择题、多项选择题和材料分析题。材料分析题涉及马克思主义中国化时代化的内涵、毛泽东思想的历史地位、家庭联产承包责任制的作用以及改革开放的重要性。适用于毛概课程复习与考试参考。
毛概/2021级《概论》B卷参考答案.docx,"{""id"": ""6a07270babfe09661dcd8c67"", ""reused_existing"": true}",,毛概往年题,课程,毛概,往年题,2021级《概论》B卷参考答案.docx,0.02,2021级《概论》B卷参考答案，包含单项选择题、多项选择题和材料分析题。材料分析题涉及马克思主义中国化时代化的历程与内涵、毛泽东和毛泽东思想的历史地位、家庭联产承包责任制的作用以及改革开放的重要性。
毛概/2021级《概论》考试A第二版 (1) (1).doc,"{""id"": ""69e36d06620074080627cfce"", ""reused_existing"": true}",,毛概往年题,课程,毛概,往年题,2021级《概论》考试A第二版 (1) (1).doc,0.1,华中科技大学2022-2023学年第二学期《毛泽东思想和中国特色社会主义理论体系概论》考试A卷，包含单项选择题，涉及马克思主义中国化、新民主主义革命、过渡时期总路线等知识点。
毛概/2021级《概论》考试A第二版 (1).doc,"{""id"": ""69e36d06620074080627cfce"", ""reused_existing"": true}",,毛概往年题,课程,毛概,往年题,2021级《概论》考试A第二版 (1).doc,0.1,华中科技大学2022-2023学年第二学期《毛泽东思想和中国特色社会主义理论体系概论》考试试卷（A卷），包含单项选择题，涉及马克思主义中国化、新民主主义革命等知识点。
毛概/2024复习（学生）.pptx,"{""id"": ""6a072704abfe09661dcd8c62"", ""reused_existing"": false}",,毛概复习资料,课程,毛概,复习资料,2024复习（学生）.pptx,3.97,2024年毛概课程学生复习用的PPT课件
毛概/23版概论 期末自测题一.docx,"{""id"": ""6a07270cabfe09661dcd8c68"", ""reused_existing"": false}",,毛概往年题,课程,毛概,往年题,23版概论 期末自测题一.docx,0.03,23版概论期末自测题一，包含单项选择题、多项选择题和简答题，覆盖马克思主义中国化时代化的内涵、毛泽东思想、中国特色社会主义理论体系等知识点，适合期末复习自测。
毛概/23版概论 期末自测题三.docx,"{""id"": ""6a07270dabfe09661dcd8c69"", ""reused_existing"": false}",,毛概往年题,课程,毛概,往年题,23版概论 期末自测题三.docx,0.03,23版概论期末自测题三，涵盖新民主主义文化特征、工作重心、三大法宝、统一战线原则、人民军队根本原则、土地政策等单项选择题，以及多项选择题和简答题，涉及新民主主义基本纲领。
毛概/23版概论 期末自测题五（中国特色社会主义理论体系部分）.doc,"{""id"": ""6a07270eabfe09661dcd8c6a"", ""reused_existing"": false}",,毛概往年题,课程,毛概,往年题,23版概论 期末自测题五（中国特色社会主义理论体系部分）.doc,0.08,2023版《毛泽东思想和中国特色社会主义理论体系概论》期末自测题，涵盖中国特色社会主义理论体系部分，包括单选题及解析，涉及社会主义初级阶段理论、邓小平理论、三个代表重要思想等知识点。
毛概/23版概论 期末自测题六（毛泽东思想部分）.docx,"{""id"": ""6a07270eabfe09661dcd8c6b"", ""reused_existing"": false}",,毛概往年题,课程,毛概,往年题,23版概论 期末自测题六（毛泽东思想部分）.docx,0.02,2023年版《毛泽东思想和中国特色社会主义理论体系概论》期末复习题（毛泽东思想部分），包含单选题和多选题，涵盖毛泽东思想精髓、新民主主义革命理论、社会主义改造等核心知识点，附简要解析与参考答案。
毛概/23版概论 期末自测题四.doc,"{""id"": ""6a07270fabfe09661dcd8c6c"", ""reused_existing"": false}",,毛概往年题,课程,毛概,往年题,23版概论 期末自测题四.doc,0.03,23版毛概概论期末自测题，包含10道选择题，涉及1952年总路线、社会主义改造、过渡时期总路线、国家资本主义、和平赎买等知识点。
毛概/3u27X-1718110789719-2兴花-毛概全书思维导图（高教中心下载版本）.pdf,"{""id"": ""6a072706abfe09661dcd8c63"", ""reused_existing"": false}",,毛概复习资料,课程,毛概,复习资料,3u27X-1718110789719-2兴花-毛概全书思维导图（高教中心下载版本）.pdf,14.09,毛概全书的思维导图，来自高教中心下载版本，涵盖课程核心知识点，适合复习和梳理框架。
毛概/个人整理，用于大题.docx,"{""id"": ""6a072707abfe09661dcd8c64"", ""reused_existing"": false}",,毛概复习资料,课程,毛概,复习资料,个人整理，用于大题.docx,2.75,本文档为毛概课程大题复习资料，涵盖马克思主义中国化的提出、历史阶段、科学内涵及要求，重点梳理毛泽东思想的形成、主要内容与活的灵魂，包括新民主主义革命理论、三大法宝、三大作风等核心知识点。
毛概/参考答案A卷 (1).doc,"{""id"": ""69e36d0a620074080627cfd0"", ""reused_existing"": true}",,毛概往年题,课程,毛概,往年题,参考答案A卷 (1).doc,0.02,"毛概课程A卷参考答案，包含选择题答案（如1-5: ACACD, 6-10: DABDC等）及简答题要点，涉及马克思主义中国化、习近平新时代中国特色社会主义思想、社会主义初级阶段等知识点。"
毛概/参考答案A卷.doc,"{""id"": ""69e36d0a620074080627cfd0"", ""reused_existing"": true}",,毛概往年题,课程,毛概,往年题,参考答案A卷.doc,0.02,毛概课程A卷参考答案，包含选择题（1-20题）和简答题（21-23题）。选择题答案如1-5:ACACD等；简答题涉及中国特色社会主义理论、新时代社会主要矛盾、中国梦与四个全面等内容。
毛概/复习——用于选择题.pdf,"{""id"": ""6a072709abfe09661dcd8c65"", ""reused_existing"": false}",,毛概复习资料,课程,毛概,复习资料,复习——用于选择题.pdf,8.85,毛概课程复习资料，以选择题形式呈现，适合备考练习。
毛概/毛概.docx,"{""id"": ""6a072707abfe09661dcd8c64"", ""reused_existing"": true}",,毛概复习资料,课程,毛概,复习资料,毛概.docx,2.75,本文为毛概课程导论部分，介绍马克思主义中国化的提出、四个历史阶段及科学内涵，重点阐述毛泽东思想的形成过程（萌芽、初步形成、成熟、继续发展）、主要内容（新民主主义革命、社会主义革命、军队建设、政策策略、思想政治工作和党的建设理论）及活的灵魂（实事求是）。
毛概/毛概复习提纲(1).pdf,"{""id"": ""6a072709abfe09661dcd8c65"", ""reused_existing"": true}",,毛概往年题,课程,毛概,往年题,毛概复习提纲(1).pdf,8.85,毛概复习提纲PDF文件，适用于毛概课程复习，包含重点知识点梳理，适合期末备考使用。
电力系统分析/2025电力系统分析回忆卷.docx,"{""id"": ""6a072711abfe09661dcd8c6e"", ""reused_existing"": false}",,电力系统分析复习资料,课程,电力系统分析,复习资料,2025电力系统分析回忆卷.docx,1.9,2025年电力系统分析回忆卷，涵盖发电机与变压器额定电压标定、变压器实际变比计算、电压级基准电压选择、节点导纳矩阵元素计算及自阻抗与互阻抗物理意义、序分量边界条件（含B相阻抗断开情况）、零序网络绘制、同步发电机空载三相短路电流分量及衰减时间常数等知识点。
电力系统分析/2025电力系统分析回忆卷答案（仅供参考）.docx,"{""id"": ""6a072712abfe09661dcd8c6f"", ""reused_existing"": false}",,电力系统分析复习资料,课程,电力系统分析,复习资料,2025电力系统分析回忆卷答案（仅供参考）.docx,2.87,2025年电力系统分析课程回忆卷的参考答案，供复习参考。
电力系统分析/电分上串讲-史致远.pdf,"{""id"": ""6a07271babfe09661dcd8c71"", ""reused_existing"": false}",,电力系统分析往年题,课程,电力系统分析,往年题,电分上串讲-史致远.pdf,3.43,电力系统分析（电分上）串讲资料，涵盖考试题型、章节重点及复习建议。
电力系统分析/电分上串讲-黄轶翔.pdf,"{""id"": ""6a07271cabfe09661dcd8c72"", ""reused_existing"": false}",,电力系统分析往年题,课程,电力系统分析,往年题,电分上串讲-黄轶翔.pdf,3.12,电力系统分析（上）串讲资料，涵盖考试题型、章节重点和复习建议。
电力系统分析/电分下串讲_张鑫灏_大三下.pptx,"{""id"": ""6a072714abfe09661dcd8c70"", ""reused_existing"": false}",,电力系统分析复习资料,课程,电力系统分析,复习资料,电分下串讲_张鑫灏_大三下.pptx,7.24,电力系统分析（下）串讲PPT，由张鑫灏提供，适用于大三下学期复习。
电力系统分析/电力电子学整理.docx,"{""id"": ""6a0729e6abfe09661dcd8e22"", ""reused_existing"": false}",,电力系统分析复习资料,课程,电力系统分析,复习资料,电力电子学整理.docx,0.03,电力电子学复习资料，包含选择题、简答题、计算题和设计题，重点覆盖电力二极管、晶闸管、Buck/Boost变换器、逆变器、SPWM、相控整流等章节，附有设计题示例和复习建议。
电力系统分析/电力系统分析（上）2026年1月试题及答案by oypywyx.pdf,"{""id"": ""6a07271dabfe09661dcd8c73"", ""reused_existing"": false}",,电力系统分析往年题,课程,电力系统分析,往年题,电力系统分析（上）2026年1月试题及答案by oypywyx.pdf,1.33,2026年1月电力系统分析（上）试题及答案，包含同步电机、Park变换等知识点，提供考试经验与答题技巧，适合复习备考。
电力系统分析/电气工程基础A类_李浩.pptx,"{""id"": ""6a072725abfe09661dcd8c76"", ""reused_existing"": false}",,电气工程基础A类_李浩,课程,电力系统分析,课件,电气工程基础A类_李浩.pptx,4.86,电气工程基础A类课程PPT，作者李浩。
电力系统分析/电气工程基础串讲_汪乐涵.pptx,"{""id"": ""6a0729e9abfe09661dcd8e23"", ""reused_existing"": false}",,电力系统分析复习资料,课程,电力系统分析,复习资料,电气工程基础串讲_汪乐涵.pptx,7.89,电气工程基础课程串讲PPT，由汪乐涵提供。
电力系统分析/高电压工程串讲.pdf,"{""id"": ""6a07271eabfe09661dcd8c74"", ""reused_existing"": false}",,电力系统分析往年题,课程,电力系统分析,往年题,高电压工程串讲.pdf,5.88,高电压工程串讲资料，2022年春季学期电气学院学业指导中心，涵盖三篇内容，知识点多而散，闭卷考试。
电机学/Ch1_导论.pdf,"{""id"": ""6a072735abfe09661dcd8c80"", ""reused_existing"": false}",,电机学课程资料,课程,电机学,课程资料,Ch1_导论.pdf,4.84,电机学第1章导论，涵盖电机基本概念、分类、应用、基本电磁定律、铁磁材料特性及磁路计算方法。
电机学/Ch2_直流电机.pdf,"{""id"": ""6a072735abfe09661dcd8c81"", ""reused_existing"": false}",,电机学课程资料,课程,电机学,课程资料,Ch2_直流电机.pdf,4.38,第二章直流电机，包括工作原理、电枢绕组、磁场、基本特性和电力传动。
电机学/电机学上串讲.pptx,"{""id"": ""6a072729abfe09661dcd8c78"", ""reused_existing"": false}",,电机学复习资料,课程,电机学,复习资料,电机学上串讲.pptx,7.57,电机学上串讲PPT
电机学/电机学上串讲_李俊昊(1).pptx,"{""id"": ""6a07272cabfe09661dcd8c79"", ""reused_existing"": false}",,电机学复习资料,课程,电机学,复习资料,电机学上串讲_李俊昊(1).pptx,7.38,电机学上课程串讲PPT，由李俊昊提供。
电机学/电机学上串讲_杨文博_大二下_QQ浏览器转格式.pdf,"{""id"": ""6a07272dabfe09661dcd8c7a"", ""reused_existing"": false}",,电机学复习资料,课程,电机学,复习资料,电机学上串讲_杨文博_大二下_QQ浏览器转格式.pdf,4.63,电机学上串讲资料，由杨文博提供，适用于大二下学期。
